OrderID,ItemID,ProductID,Quantity,ListPrice,Discount
310,875,8,1,1799.99,0.2
311,876,17,2,429,0.05
311,877,5,2,1320.99,0.2
312,878,24,2,549.99,0.05
312,879,14,2,269.99,0.07
312,880,16,2,599.99,0.05
313,881,4,1,2899.99,0.07
313,882,10,2,1549,0.07
314,883,5,1,1320.99,0.07
314,884,9,1,2999.99,0.05
314,885,22,2,269.99,0.2
314,886,7,2,3999.99,0.07
315,887,11,1,1680.99,0.2
315,888,9,1,2999.99,0.1
316,889,2,2,749.99,0.2
316,890,16,2,599.99,0.1
316,891,20,1,599.99,0.1
316,892,19,1,449,0.2
316,893,17,1,429,0.05
317,894,10,1,1549,0.2
317,895,22,1,269.99,0.05
317,896,15,1,529.99,0.05
317,897,13,2,269.99,0.2
318,898,13,2,269.99,0.1
318,899,25,2,499.99,0.2
318,900,9,1,2999.99,0.05
319,901,11,1,1680.99,0.07
319,902,21,1,269.99,0.2
319,903,15,2,529.99,0.1
319,904,23,1,299.99,0.05
320,905,2,1,749.99,0.1
321,906,4,2,2899.99,0.2
321,907,12,2,549.99,0.2
321,908,26,1,599.99,0.2
321,909,23,2,299.99,0.2
322,910,13,2,269.99,0.2
322,911,21,1,269.99,0.07
323,912,13,2,269.99,0.07
323,913,26,2,599.99,0.1
324,914,2,2,749.99,0.1
324,915,17,1,429,0.2
324,916,22,2,269.99,0.2
324,917,19,1,449,0.05
324,918,12,1,549.99,0.05
325,919,7,1,3999.99,0.05
325,920,12,1,549.99,0.2
325,921,6,2,469.99,0.2
326,922,12,1,549.99,0.1
326,923,23,1,299.99,0.07
327,924,12,2,549.99,0.07
327,925,13,1,269.99,0.07
327,926,4,1,2899.99,0.05
328,927,6,2,469.99,0.1
329,928,14,2,269.99,0.07
329,929,8,2,1799.99,0.05
329,930,23,1,299.99,0.2
329,931,17,1,429,0.07
329,932,26,2,599.99,0.05
330,933,21,2,269.99,0.05
331,934,17,2,429,0.1
332,935,18,2,449,0.05
333,936,18,2,449,0.07
333,937,8,2,1799.99,0.05
333,938,3,1,999.99,0.2
334,939,16,2,599.99,0.2
334,940,9,1,2999.99,0.05
334,941,3,2,999.99,0.05
335,942,6,1,469.99,0.1
335,943,2,2,749.99,0.1
335,944,21,1,269.99,0.07
336,945,4,1,2899.99,0.1
336,946,12,1,549.99,0.2
337,947,18,1,449,0.05
337,948,4,1,2899.99,0.05
338,949,6,2,469.99,0.07
338,950,10,1,1549,0.07
338,951,22,1,269.99,0.1
338,952,11,2,1680.99,0.07
338,953,9,1,2999.99,0.05
339,954,13,1,269.99,0.1
339,955,15,2,529.99,0.05
340,956,11,1,1680.99,0.05
340,957,24,1,549.99,0.05
340,958,13,2,269.99,0.1
340,959,12,2,549.99,0.07
340,960,10,2,1549,0.1
341,961,23,2,299.99,0.05
342,962,26,1,599.99,0.07
342,963,9,1,2999.99,0.2
342,964,16,2,599.99,0.1
343,965,20,2,599.99,0.2
343,966,25,1,499.99,0.05
343,967,5,2,1320.99,0.05
343,968,10,1,1549,0.1
344,969,22,1,269.99,0.05
344,970,18,2,449,0.07
344,971,14,1,269.99,0.2
345,972,18,2,449,0.1
345,973,24,2,549.99,0.07
346,974,13,1,269.99,0.07
346,975,23,1,299.99,0.2
346,976,21,1,269.99,0.1
346,977,15,1,529.99,0.05
346,978,18,2,449,0.05
347,979,23,1,299.99,0.07
348,980,5,2,1320.99,0.05
348,981,15,2,529.99,0.07
349,982,20,2,599.99,0.2
350,983,6,2,469.99,0.05
350,984,20,1,599.99,0.07
350,985,3,1,999.99,0.07
351,986,4,2,2899.99,0.05
351,987,24,2,549.99,0.1
351,988,20,1,599.99,0.2
351,989,22,2,269.99,0.07
352,990,11,1,1680.99,0.2
352,991,14,1,269.99,0.2
353,992,2,2,749.99,0.2
354,993,21,1,269.99,0.2
354,994,19,1,449,0.05
355,995,16,1,599.99,0.1
355,996,14,2,269.99,0.07
356,997,23,2,299.99,0.05
356,998,4,1,2899.99,0.05
356,999,13,1,269.99,0.05
357,1000,17,2,429,0.05
357,1001,21,2,269.99,0.07
357,1002,24,1,549.99,0.07
357,1003,9,1,2999.99,0.05
358,1004,21,2,269.99,0.1
358,1005,6,2,469.99,0.07
358,1006,8,2,1799.99,0.05
358,1007,18,2,449,0.1
359,1008,15,2,529.99,0.07
359,1009,9,2,2999.99,0.07
359,1010,7,2,3999.99,0.2
360,1011,26,1,599.99,0.05
360,1012,7,2,3999.99,0.2
360,1013,13,2,269.99,0.05
360,1014,25,1,499.99,0.1
361,1015,24,2,549.99,0.05
361,1016,6,2,469.99,0.1
361,1017,11,1,1680.99,0.1
362,1018,2,1,749.99,0.07
363,1019,21,2,269.99,0.1
363,1020,14,1,269.99,0.07
363,1021,15,1,529.99,0.1
363,1022,20,1,599.99,0.2
364,1023,25,2,499.99,0.05
365,1024,24,2,549.99,0.07
366,1025,21,1,269.99,0.1
366,1026,4,1,2899.99,0.07
366,1027,16,2,599.99,0.2
367,1028,26,2,599.99,0.1
367,1029,14,1,269.99,0.05
367,1030,10,2,1549,0.05
368,1031,5,1,1320.99,0.2
368,1032,10,2,1549,0.2
368,1033,21,2,269.99,0.1
368,1034,19,1,449,0.05
369,1035,10,2,1549,0.07
370,1036,25,2,499.99,0.05
370,1037,4,2,2899.99,0.1
371,1038,14,1,269.99,0.2
371,1039,12,1,549.99,0.2
372,1040,11,1,1680.99,0.05
372,1041,14,2,269.99,0.1
372,1042,5,1,1320.99,0.1
373,1043,8,2,1799.99,0.05
373,1044,22,1,269.99,0.1
373,1045,19,2,449,0.2
373,1046,12,1,549.99,0.1
373,1047,13,1,269.99,0.1
374,1048,10,1,1549,0.1
374,1049,7,1,3999.99,0.07
375,1050,21,2,269.99,0.05
375,1051,2,2,749.99,0.05
375,1052,4,2,2899.99,0.07
375,1053,12,2,549.99,0.05
376,1054,2,2,749.99,0.07
376,1055,23,2,299.99,0.1
377,1056,8,1,1799.99,0.05
377,1057,14,1,269.99,0.07
378,1058,26,2,599.99,0.05
379,1059,9,1,2999.99,0.07
379,1060,16,1,599.99,0.2
380,1061,16,1,599.99,0.05
380,1062,11,2,1680.99,0.05
381,1063,21,2,269.99,0.07
382,1064,8,1,1799.99,0.1
382,1065,9,1,2999.99,0.1
382,1066,13,1,269.99,0.07
383,1067,19,1,449,0.07
383,1068,22,2,269.99,0.05
383,1069,13,1,269.99,0.1
383,1070,21,2,269.99,0.05
383,1071,14,1,269.99,0.1
384,1072,20,1,599.99,0.1
384,1073,21,2,269.99,0.2
384,1074,8,1,1799.99,0.05
384,1075,15,1,529.99,0.1
384,1076,4,1,2899.99,0.2
385,1077,21,1,269.99,0.07
385,1078,7,2,3999.99,0.2
385,1079,26,2,599.99,0.05
386,1080,8,1,1799.99,0.2
386,1081,3,2,999.99,0.05
386,1082,16,2,599.99,0.2
387,1083,18,1,449,0.2
388,1084,19,2,449,0.2
388,1085,13,2,269.99,0.07
388,1086,2,1,749.99,0.07
388,1087,11,1,1680.99,0.1
389,1088,2,1,749.99,0.07
389,1089,15,2,529.99,0.07
389,1090,10,2,1549,0.05
389,1091,5,1,1320.99,0.05
389,1092,9,1,2999.99,0.2
390,1093,23,1,299.99,0.05
390,1094,7,2,3999.99,0.07
390,1095,9,1,2999.99,0.05
391,1096,8,1,1799.99,0.07
391,1097,5,2,1320.99,0.2
391,1098,24,2,549.99,0.07
392,1099,14,2,269.99,0.1
392,1100,3,2,999.99,0.05
393,1101,6,2,469.99,0.2
394,1102,23,1,299.99,0.05
394,1103,16,1,599.99,0.2
394,1104,14,2,269.99,0.2
395,1105,14,1,269.99,0.05
396,1106,12,1,549.99,0.1
396,1107,25,2,499.99,0.05
396,1108,5,1,1320.99,0.2
397,1109,7,1,3999.99,0.05
398,1110,8,2,1799.99,0.05
398,1111,18,2,449,0.05
398,1112,25,1,499.99,0.2
398,1113,17,1,429,0.05
399,1114,25,1,499.99,0.05
399,1115,11,2,1680.99,0.05
399,1116,14,1,269.99,0.1
400,1117,24,2,549.99,0.07
400,1118,9,1,2999.99,0.2
400,1119,3,2,999.99,0.2
401,1120,23,1,299.99,0.2
401,1121,10,2,1549,0.2
402,1122,6,2,469.99,0.07
402,1123,5,1,1320.99,0.07
402,1124,26,1,599.99,0.05
403,1125,12,2,549.99,0.1
403,1126,7,2,3999.99,0.2
403,1127,22,2,269.99,0.05
403,1128,24,1,549.99,0.2
404,1129,9,1,2999.99,0.07
404,1130,25,2,499.99,0.05
404,1131,16,2,599.99,0.2
405,1132,3,2,999.99,0.2
405,1133,10,2,1549,0.1
405,1134,14,2,269.99,0.07
406,1135,4,1,2899.99,0.2
407,1136,20,1,599.99,0.2
407,1137,5,1,1320.99,0.05
408,1138,18,1,449,0.2
408,1139,3,1,999.99,0.07
408,1140,2,2,749.99,0.07
408,1141,17,2,429,0.2
409,1142,15,1,529.99,0.07
409,1143,16,2,599.99,0.2
409,1144,21,1,269.99,0.05
410,1145,25,1,499.99,0.1
410,1146,9,2,2999.99,0.05
410,1147,24,2,549.99,0.1
411,1148,2,1,749.99,0.07
411,1149,26,2,599.99,0.05
412,1150,7,1,3999.99,0.1
412,1151,24,1,549.99,0.07
412,1152,17,1,429,0.1
413,1153,8,2,1799.99,0.05
413,1154,25,1,499.99,0.1
413,1155,9,1,2999.99,0.07
414,1156,4,2,2899.99,0.1
415,1157,3,1,999.99,0.07
415,1158,23,2,299.99,0.2
415,1159,5,1,1320.99,0.2
415,1160,6,2,469.99,0.05
416,1161,22,1,269.99,0.07
416,1162,14,1,269.99,0.07
416,1163,24,1,549.99,0.1
417,1164,26,2,599.99,0.07
417,1165,6,2,469.99,0.07
418,1166,12,1,549.99,0.05
418,1167,20,1,599.99,0.05
419,1168,9,1,2999.99,0.05
420,1169,17,2,429,0.2
420,1170,15,2,529.99,0.1
420,1171,3,2,999.99,0.05
421,1172,6,2,469.99,0.07
421,1173,3,2,999.99,0.2
421,1174,20,2,599.99,0.2
421,1175,4,1,2899.99,0.07
421,1176,23,2,299.99,0.2
422,1177,20,2,599.99,0.05
423,1178,8,2,1799.99,0.05
423,1179,17,1,429,0.2
423,1180,23,2,299.99,0.07
423,1181,2,1,749.99,0.2
424,1182,22,1,269.99,0.1
424,1183,6,1,469.99,0.05
425,1184,6,1,469.99,0.1
425,1185,21,2,269.99,0.07
425,1186,19,1,449,0.05
426,1187,10,1,1549,0.1
426,1188,23,2,299.99,0.05
427,1189,12,2,549.99,0.07
427,1190,15,2,529.99,0.1
427,1191,26,2,599.99,0.07
428,1192,5,2,1320.99,0.2
428,1193,14,1,269.99,0.2
429,1194,11,1,1680.99,0.2
429,1195,4,2,2899.99,0.1
429,1196,5,2,1320.99,0.05
429,1197,6,1,469.99,0.07
429,1198,2,1,749.99,0.1
430,1199,22,2,269.99,0.1
430,1200,11,1,1680.99,0.07
430,1201,4,2,2899.99,0.2
430,1202,13,2,269.99,0.2
430,1203,8,1,1799.99,0.2
431,1204,14,2,269.99,0.2
431,1205,6,1,469.99,0.1
431,1206,18,1,449,0.2
431,1207,13,2,269.99,0.07
431,1208,19,1,449,0.07
432,1209,10,2,1549,0.2
432,1210,7,2,3999.99,0.05
433,1211,6,1,469.99,0.1
433,1212,10,1,1549,0.2
433,1213,24,1,549.99,0.1
433,1214,4,1,2899.99,0.2
434,1215,21,1,269.99,0.05
434,1216,20,1,599.99,0.1
434,1217,9,1,2999.99,0.2
434,1218,11,2,1680.99,0.07
434,1219,18,2,449,0.05
435,1220,22,1,269.99,0.05
435,1221,9,1,2999.99,0.05
435,1222,18,1,449,0.05
436,1223,3,1,999.99,0.05
436,1224,23,1,299.99,0.2
437,1225,3,1,999.99,0.05
437,1226,10,1,1549,0.05
437,1227,8,2,1799.99,0.05
438,1228,4,1,2899.99,0.07
438,1229,22,1,269.99,0.1
438,1230,8,2,1799.99,0.05
438,1231,13,2,269.99,0.05
439,1232,6,2,469.99,0.07
439,1233,7,2,3999.99,0.05
440,1234,19,2,449,0.07
440,1235,4,2,2899.99,0.07
441,1236,12,1,549.99,0.07
441,1237,15,1,529.99,0.1
442,1238,16,2,599.99,0.07
442,1239,26,2,599.99,0.2
442,1240,6,2,469.99,0.2
443,1241,5,1,1320.99,0.05
443,1242,26,1,599.99,0.2
444,1243,22,1,269.99,0.07
444,1244,15,2,529.99,0.07
444,1245,20,2,599.99,0.05
444,1246,16,1,599.99,0.1
444,1247,10,2,1549,0.2
445,1248,7,1,3999.99,0.2
445,1249,16,1,599.99,0.07
445,1250,23,1,299.99,0.2
446,1251,22,1,269.99,0.2
446,1252,16,2,599.99,0.07
447,1253,4,2,2899.99,0.05
447,1254,3,1,999.99,0.1
447,1255,8,1,1799.99,0.07
448,1256,13,2,269.99,0.05
448,1257,6,2,469.99,0.05
449,1258,17,2,429,0.05
449,1259,2,1,749.99,0.05
449,1260,7,2,3999.99,0.07
449,1261,26,2,599.99,0.2
450,1262,24,1,549.99,0.05
450,1263,12,1,549.99,0.07
450,1264,5,1,1320.99,0.1
451,1265,14,2,269.99,0.05
452,1266,11,1,1680.99,0.05
452,1267,16,1,599.99,0.05
452,1268,7,2,3999.99,0.1
452,1269,8,1,1799.99,0.1
453,1270,23,1,299.99,0.05
453,1271,20,2,599.99,0.2
453,1272,4,1,2899.99,0.2
454,1273,25,2,499.99,0.07
454,1274,13,2,269.99,0.05
454,1275,24,2,549.99,0.1
455,1276,9,1,2999.99,0.05
456,1277,17,2,429,0.07
456,1278,23,1,299.99,0.07
457,1279,24,2,549.99,0.07
457,1280,2,1,749.99,0.05
457,1281,7,2,3999.99,0.1
457,1282,17,1,429,0.2
458,1283,2,1,749.99,0.2
458,1284,21,2,269.99,0.07
458,1285,11,1,1680.99,0.1
458,1286,24,1,549.99,0.2
458,1287,3,2,999.99,0.2
459,1288,11,1,1680.99,0.2
460,1289,19,1,449,0.05
460,1290,18,2,449,0.07
460,1291,4,1,2899.99,0.2
460,1292,22,2,269.99,0.1
461,1293,16,1,599.99,0.07
461,1294,4,1,2899.99,0.2
461,1295,8,2,1799.99,0.05
461,1296,24,1,549.99,0.1
461,1297,18,2,449,0.1
462,1298,12,2,549.99,0.1
463,1299,13,2,269.99,0.07
464,1300,7,1,3999.99,0.1
465,1301,6,2,469.99,0.1
465,1302,25,2,499.99,0.1
466,1303,19,2,449,0.2
466,1304,6,1,469.99,0.2
466,1305,7,2,3999.99,0.05
466,1306,15,1,529.99,0.1
466,1307,5,1,1320.99,0.1
467,1308,19,1,449,0.07
467,1309,10,1,1549,0.07
467,1310,22,2,269.99,0.1
467,1311,17,2,429,0.07
467,1312,11,1,1680.99,0.1
468,1313,19,1,449,0.1
468,1314,9,2,2999.99,0.05
468,1315,10,2,1549,0.05
468,1316,25,1,499.99,0.1
469,1317,8,2,1799.99,0.1
469,1318,4,1,2899.99,0.07
469,1319,15,2,529.99,0.2
470,1320,18,1,449,0.05
470,1321,13,1,269.99,0.05
470,1322,8,2,1799.99,0.2
471,1323,14,1,269.99,0.2
471,1324,13,2,269.99,0.05
472,1325,15,1,529.99,0.1
472,1326,21,2,269.99,0.1
473,1327,26,1,599.99,0.07
474,1328,19,2,449,0.05
474,1329,11,1,1680.99,0.2
475,1330,17,2,429,0.07
475,1331,26,2,599.99,0.2
475,1332,25,1,499.99,0.2
476,1333,22,2,269.99,0.07
476,1334,4,2,2899.99,0.2
476,1335,11,2,1680.99,0.07
476,1336,20,2,599.99,0.05
477,1337,6,1,469.99,0.1
477,1338,10,1,1549,0.05
478,1339,21,2,269.99,0.07
479,1340,26,1,599.99,0.07
479,1341,12,1,549.99,0.05
479,1342,21,1,269.99,0.2
479,1343,7,1,3999.99,0.05
479,1344,10,1,1549,0.2
480,1345,4,1,2899.99,0.05
480,1346,15,1,529.99,0.05
480,1347,23,2,299.99,0.07
481,1348,13,2,269.99,0.2
481,1349,16,2,599.99,0.07
481,1350,9,2,2999.99,0.1
482,1351,13,1,269.99,0.2
482,1352,14,1,269.99,0.1
483,1353,17,1,429,0.07
484,1354,8,2,1799.99,0.1
484,1355,24,1,549.99,0.05
484,1356,9,2,2999.99,0.05
484,1357,6,1,469.99,0.2
485,1358,13,1,269.99,0.1
485,1359,26,2,599.99,0.05
486,1360,9,1,2999.99,0.07
486,1361,23,2,299.99,0.05
487,1362,6,1,469.99,0.2
488,1363,13,2,269.99,0.07
488,1364,23,2,299.99,0.05
488,1365,22,1,269.99,0.05
489,1366,8,2,1799.99,0.1
490,1367,12,1,549.99,0.1
490,1368,23,1,299.99,0.05
490,1369,14,1,269.99,0.1
490,1370,13,2,269.99,0.07
491,1371,9,2,2999.99,0.2
491,1372,21,2,269.99,0.05
491,1373,15,2,529.99,0.05
492,1374,6,1,469.99,0.1
492,1375,22,2,269.99,0.1
492,1376,26,1,599.99,0.05
493,1377,15,1,529.99,0.05
493,1378,18,2,449,0.05
493,1379,26,1,599.99,0.05
494,1380,23,1,299.99,0.1
495,1381,22,1,269.99,0.2
495,1382,9,1,2999.99,0.05
496,1383,23,1,299.99,0.2
496,1384,13,1,269.99,0.1
496,1385,21,2,269.99,0.2
497,1386,25,2,499.99,0.07
498,1387,24,1,549.99,0.07
498,1388,21,1,269.99,0.1
498,1389,10,1,1549,0.07
499,1390,11,1,1680.99,0.2
499,1391,15,1,529.99,0.07
499,1392,14,2,269.99,0.2
499,1393,20,2,599.99,0.1
500,1394,12,2,549.99,0.05
500,1395,14,1,269.99,0.2
501,1396,19,2,449,0.05
501,1397,8,1,1799.99,0.07
501,1398,14,1,269.99,0.1
501,1399,23,2,299.99,0.07
502,1400,13,1,269.99,0.05
503,1401,13,2,269.99,0.07
503,1402,10,1,1549,0.05
504,1403,24,2,549.99,0.1
504,1404,2,2,749.99,0.05
505,1405,26,1,599.99,0.2
506,1406,25,1,499.99,0.1
506,1407,7,1,3999.99,0.07
507,1408,11,2,1680.99,0.05
507,1409,13,2,269.99,0.07
507,1410,20,2,599.99,0.1
508,1411,8,1,1799.99,0.05
508,1412,2,2,749.99,0.05
508,1413,10,2,1549,0.05
508,1414,25,1,499.99,0.07
509,1415,23,2,299.99,0.2
509,1416,4,2,2899.99,0.05
510,1417,17,1,429,0.1
511,1418,22,2,269.99,0.05
511,1419,13,1,269.99,0.1
512,1420,21,1,269.99,0.07
513,1421,7,1,3999.99,0.07
513,1422,13,1,269.99,0.2
513,1423,23,1,299.99,0.07
514,1424,18,2,449,0.2
514,1425,17,2,429,0.07
515,1426,8,1,1799.99,0.07
515,1427,5,1,1320.99,0.1
515,1428,25,2,499.99,0.07
515,1429,6,2,469.99,0.2
516,1430,7,1,3999.99,0.05
516,1431,5,2,1320.99,0.1
517,1432,21,2,269.99,0.07
518,1433,16,2,599.99,0.2
518,1434,5,2,1320.99,0.05
518,1435,25,2,499.99,0.05
518,1436,15,2,529.99,0.2
518,1437,11,2,1680.99,0.07
519,1438,6,1,469.99,0.07
519,1439,16,1,599.99,0.1
519,1440,23,2,299.99,0.05
519,1441,18,2,449,0.2
519,1442,7,1,3999.99,0.05
520,1443,26,1,599.99,0.1
520,1444,24,1,549.99,0.2
520,1445,10,1,1549,0.07
521,1446,5,1,1320.99,0.2
521,1447,14,1,269.99,0.2
522,1448,4,2,2899.99,0.07
522,1449,22,2,269.99,0.07
522,1450,21,1,269.99,0.05
523,1451,12,1,549.99,0.2
523,1452,20,1,599.99,0.05
523,1453,5,2,1320.99,0.1
523,1454,16,2,599.99,0.07
524,1455,11,1,1680.99,0.07
524,1456,2,1,749.99,0.05
524,1457,9,1,2999.99,0.2
524,1458,3,2,999.99,0.07
524,1459,26,1,599.99,0.05
525,1460,9,2,2999.99,0.07
525,1461,6,2,469.99,0.07
525,1462,10,1,1549,0.1
526,1463,3,2,999.99,0.1
526,1464,8,1,1799.99,0.1
526,1465,21,1,269.99,0.05
526,1466,15,1,529.99,0.07
527,1467,18,2,449,0.07
527,1468,4,1,2899.99,0.2
527,1469,19,1,449,0.1
527,1470,9,2,2999.99,0.2
528,1471,21,2,269.99,0.05
529,1472,12,2,549.99,0.07
530,1473,2,2,749.99,0.05
530,1474,4,1,2899.99,0.07
530,1475,6,2,469.99,0.2
531,1476,6,1,469.99,0.2
531,1477,12,2,549.99,0.2
531,1478,25,1,499.99,0.07
532,1479,17,2,429,0.07
532,1480,16,2,599.99,0.2
532,1481,12,1,549.99,0.1
533,1482,4,1,2899.99,0.2
533,1483,12,2,549.99,0.1
533,1484,10,1,1549,0.2
533,1485,25,1,499.99,0.05
534,1486,21,2,269.99,0.05
534,1487,9,2,2999.99,0.05
534,1488,2,1,749.99,0.07
534,1489,24,2,549.99,0.1
535,1490,24,1,549.99,0.05
535,1491,15,1,529.99,0.1
535,1492,22,2,269.99,0.1
536,1493,22,1,269.99,0.1
536,1494,2,1,749.99,0.1
536,1495,12,2,549.99,0.05
536,1496,14,1,269.99,0.07
537,1497,10,1,1549,0.05
537,1498,26,1,599.99,0.05
537,1499,17,2,429,0.1
537,1500,25,2,499.99,0.2
538,1501,2,2,749.99,0.2
539,1502,9,2,2999.99,0.1
539,1503,23,1,299.99,0.05
539,1504,21,2,269.99,0.07
540,1505,19,1,449,0.1
540,1506,26,2,599.99,0.1
540,1507,23,2,299.99,0.07
541,1508,22,2,269.99,0.05
542,1509,16,2,599.99,0.2
542,1510,9,1,2999.99,0.1
542,1511,20,1,599.99,0.1
542,1512,19,2,449,0.2
543,1513,25,1,499.99,0.2
543,1514,18,1,449,0.2
543,1515,26,2,599.99,0.05
544,1516,12,1,549.99,0.05
544,1517,17,1,429,0.1
544,1518,21,1,269.99,0.05
545,1519,25,2,499.99,0.2
545,1520,6,1,469.99,0.07
545,1521,24,1,549.99,0.2
545,1522,20,2,599.99,0.07
546,1523,17,2,429,0.05
546,1524,8,1,1799.99,0.1
546,1525,18,2,449,0.07
547,1526,11,2,1680.99,0.05
547,1527,9,1,2999.99,0.2
547,1528,5,1,1320.99,0.1
548,1529,8,1,1799.99,0.1
548,1530,11,2,1680.99,0.07
549,1531,15,1,529.99,0.07
549,1532,16,1,599.99,0.05
549,1533,3,1,999.99,0.07
549,1534,7,1,3999.99,0.05
549,1535,13,2,269.99,0.1
550,1536,4,1,2899.99,0.05
551,1537,16,1,599.99,0.05
551,1538,26,1,599.99,0.07
551,1539,11,2,1680.99,0.2
551,1540,15,2,529.99,0.2
552,1541,23,1,299.99,0.2
552,1542,2,1,749.99,0.2
552,1543,24,1,549.99,0.2
552,1544,18,1,449,0.1
552,1545,19,2,449,0.2
553,1546,24,1,549.99,0.1
553,1547,18,2,449,0.07
553,1548,12,1,549.99,0.07
554,1549,3,2,999.99,0.07
554,1550,22,1,269.99,0.05
554,1551,4,2,2899.99,0.2
555,1552,8,1,1799.99,0.2
555,1553,7,1,3999.99,0.1
555,1554,20,2,599.99,0.07
556,1555,16,1,599.99,0.1
556,1556,4,2,2899.99,0.2
557,1557,9,2,2999.99,0.1
557,1558,10,1,1549,0.1
558,1559,7,1,3999.99,0.07
558,1560,16,1,599.99,0.07
558,1561,9,1,2999.99,0.1
558,1562,21,2,269.99,0.05
558,1563,10,2,1549,0.07
559,1564,15,2,529.99,0.1
559,1565,6,1,469.99,0.1
559,1566,7,2,3999.99,0.07
560,1567,16,1,599.99,0.05
560,1568,26,2,599.99,0.1
561,1569,15,2,529.99,0.05
561,1570,18,1,449,0.05
561,1571,5,1,1320.99,0.05
561,1572,17,2,429,0.07
562,1573,25,2,499.99,0.07
562,1574,26,1,599.99,0.05
563,1575,6,2,469.99,0.1
563,1576,19,1,449,0.05
563,1577,13,2,269.99,0.1
564,1578,4,1,2899.99,0.2
564,1579,15,1,529.99,0.2
565,1580,18,1,449,0.2
565,1581,25,2,499.99,0.1
565,1582,9,1,2999.99,0.05
565,1583,17,1,429,0.1
566,1584,24,2,549.99,0.07
566,1585,7,2,3999.99,0.2
566,1586,8,1,1799.99,0.1
566,1587,21,2,269.99,0.2
567,1588,9,1,2999.99,0.2
567,1589,5,1,1320.99,0.07
568,1590,5,1,1320.99,0.05
568,1591,10,1,1549,0.05
569,1592,16,1,599.99,0.05
569,1593,24,2,549.99,0.1
570,1594,18,1,449,0.07
570,1595,24,2,549.99,0.1
570,1596,3,2,999.99,0.2
570,1597,11,1,1680.99,0.1
570,1598,16,1,599.99,0.05
571,1599,4,1,2899.99,0.05
571,1600,9,1,2999.99,0.1
572,1601,3,1,999.99,0.05
572,1602,13,2,269.99,0.1
572,1603,11,2,1680.99,0.2
573,1604,2,1,749.99,0.2
574,1605,26,1,599.99,0.05
574,1606,13,2,269.99,0.1
574,1607,12,2,549.99,0.1
574,1608,23,2,299.99,0.1
574,1609,11,2,1680.99,0.05
575,1610,4,2,2899.99,0.07
575,1611,12,1,549.99,0.2
576,1612,9,1,2999.99,0.1
577,1613,3,2,999.99,0.2
578,1614,21,1,269.99,0.07
578,1615,25,2,499.99,0.2
578,1616,18,2,449,0.05
578,1617,8,2,1799.99,0.2
579,1618,7,2,3999.99,0.05
579,1619,6,1,469.99,0.2
580,1620,16,2,599.99,0.2
580,1621,15,1,529.99,0.07
580,1622,21,2,269.99,0.2
580,1623,9,2,2999.99,0.07
580,1624,19,1,449,0.2
581,1625,8,2,1799.99,0.07
582,1626,10,2,1549,0.2
582,1627,17,2,429,0.07
583,1628,15,2,529.99,0.2
584,1629,19,1,449,0.07
584,1630,23,1,299.99,0.07
584,1631,15,1,529.99,0.1
584,1632,22,1,269.99,0.05
584,1633,8,2,1799.99,0.07
585,1634,10,1,1549,0.2
585,1635,18,2,449,0.2
585,1636,15,1,529.99,0.05
585,1637,12,2,549.99,0.07
586,1638,11,2,1680.99,0.1
586,1639,23,2,299.99,0.2
587,1640,24,1,549.99,0.05
587,1641,23,1,299.99,0.05
587,1642,18,1,449,0.05
587,1643,21,1,269.99,0.2
588,1644,10,2,1549,0.07
588,1645,23,1,299.99,0.2
589,1646,15,2,529.99,0.05
590,1647,2,2,749.99,0.1
590,1648,20,1,599.99,0.07
590,1649,8,2,1799.99,0.05
590,1650,5,2,1320.99,0.1
590,1651,24,1,549.99,0.1
591,1652,16,2,599.99,0.05
591,1653,25,2,499.99,0.05
591,1654,2,2,749.99,0.1
592,1655,21,2,269.99,0.1
592,1656,16,1,599.99,0.05
592,1657,18,2,449,0.07
593,1658,3,2,999.99,0.1
593,1659,25,1,499.99,0.07
594,1660,26,1,599.99,0.1
594,1661,21,2,269.99,0.05
595,1662,4,1,2899.99,0.07
595,1663,19,2,449,0.07
595,1664,3,1,999.99,0.07
595,1665,10,1,1549,0.07
595,1666,26,2,599.99,0.05
596,1667,5,1,1320.99,0.05
596,1668,23,2,299.99,0.1
596,1669,9,1,2999.99,0.05
597,1670,17,2,429,0.2
597,1671,8,1,1799.99,0.07
598,1672,4,2,2899.99,0.05
598,1673,16,2,599.99,0.07
598,1674,14,1,269.99,0.1
599,1675,9,2,2999.99,0.05
599,1676,22,2,269.99,0.2
599,1677,23,1,299.99,0.07
599,1678,10,2,1549,0.1
600,1679,26,2,599.99,0.07
600,1680,4,1,2899.99,0.2
600,1681,18,2,449,0.07
601,1682,12,2,549.99,0.2
602,1683,15,2,529.99,0.05
602,1684,5,2,1320.99,0.07
603,1685,12,1,549.99,0.07
603,1686,4,1,2899.99,0.1
604,1687,10,2,1549,0.07
604,1688,9,2,2999.99,0.2
605,1689,19,1,449,0.07
605,1690,25,2,499.99,0.05
605,1691,13,2,269.99,0.2
605,1692,11,1,1680.99,0.2
606,1693,6,2,469.99,0.2
606,1694,18,2,449,0.05
607,1695,11,2,1680.99,0.2
607,1696,26,2,599.99,0.2
607,1697,14,1,269.99,0.07
608,1698,4,2,2899.99,0.2
608,1699,7,2,3999.99,0.1
608,1700,24,1,549.99,0.1
609,1701,10,1,1549,0.07
609,1702,7,1,3999.99,0.1
